m,m0,m1,null_prop,distribution,L,alpha,n_reps,seed,power_bonf_mean,power_bonf_median,power_bonf_sd,power_bonf_min,power_bonf_max,power_bonf_q25,power_bonf_q75,fdr_bonf_mean,fdr_bonf_median,fdr_bonf_sd,fdr_bonf_max,power_hoch_mean,power_hoch_median,power_hoch_sd,power_hoch_min,power_hoch_max,power_hoch_q25,power_hoch_q75,fdr_hoch_mean,fdr_hoch_median,fdr_hoch_sd,fdr_hoch_max,power_bh_mean,power_bh_median,power_bh_sd,power_bh_min,power_bh_max,power_bh_q25,power_bh_q75,fdr_bh_mean,fdr_bh_median,fdr_bh_sd,fdr_bh_max,power_gain_hoch,power_gain_bh,power_diff_hoch,power_diff_bh,fdr_bh_bound,fdr_bh_controlled
8,4,4,0.500000,I,5,0.050000,20000,123456797,0.809262,0.750000,0.156276,0.250000,1.000000,0.750000,1.000000,0.006107,0.000000,0.038226,0.333333,0.833075,0.750000,0.155659,0.250000,1.000000,0.750000,1.000000,0.010284,0.000000,0.048284,0.400000,0.883813,1.000000,0.141301,0.250000,1.000000,0.750000,1.000000,0.025638,0.000000,0.072777,0.500000,1.029425,1.092121,0.023813,0.074550,0.025000,True
8,6,2,0.750000,D,5,0.050000,20000,123456797,0.236925,0.000000,0.276639,0.000000,1.000000,0.000000,0.500000,0.028217,0.000000,0.151853,1.000000,0.239950,0.000000,0.281245,0.000000,1.000000,0.000000,0.500000,0.029125,0.000000,0.151741,1.000000,0.256975,0.000000,0.302078,0.000000,1.000000,0.000000,0.500000,0.037258,0.000000,0.158294,1.000000,1.012768,1.084626,0.003025,0.020050,0.037500,True
8,6,2,0.750000,E,5,0.050000,20000,123456797,0.987875,1.000000,0.077398,0.000000,1.000000,1.000000,1.000000,0.012550,0.000000,0.064103,0.500000,0.989150,1.000000,0.073364,0.000000,1.000000,1.000000,1.000000,0.017108,0.000000,0.074538,0.500000,0.993475,1.000000,0.057183,0.000000,1.000000,1.000000,1.000000,0.037997,0.000000,0.109330,0.600000,1.001291,1.005669,0.001275,0.005600,0.037500,True
8,6,2,0.750000,I,5,0.050000,20000,123456797,0.918625,1.000000,0.187325,0.000000,1.000000,1.000000,1.000000,0.013575,0.000000,0.070616,1.000000,0.924625,1.000000,0.181676,0.000000,1.000000,1.000000,1.000000,0.017817,0.000000,0.079315,1.000000,0.947775,1.000000,0.155515,0.000000,1.000000,1.000000,1.000000,0.038058,0.000000,0.111648,1.000000,1.006532,1.031732,0.006000,0.029150,0.037500,True
16,0,16,0.000000,D,5,0.050000,20000,123456805,0.388456,0.375000,0.085840,0.125000,0.750000,0.312500,0.437500,0.000000,0.000000,0.000000,0.000000,0.424572,0.437500,0.100189,0.125000,1.000000,0.375000,0.500000,0.000000,0.000000,0.000000,0.000000,0.564725,0.562500,0.109547,0.125000,1.000000,0.500000,0.625000,0.000000,0.000000,0.000000,0.000000,1.092972,1.453767,0.036116,0.176269,0.000000,True
16,0,16,0.000000,E,5,0.050000,20000,123456805,0.533025,0.562500,0.083971,0.250000,0.875000,0.500000,0.562500,0.000000,0.000000,0.000000,0.000000,0.587916,0.562500,0.099581,0.250000,1.000000,0.500000,0.625000,0.000000,0.000000,0.000000,0.000000,0.701731,0.687500,0.091392,0.312500,1.000000,0.625000,0.750000,0.000000,0.000000,0.000000,0.000000,1.102979,1.316507,0.054891,0.168706,0.000000,True
16,0,16,0.000000,I,5,0.050000,20000,123456805,0.679234,0.687500,0.081879,0.312500,1.000000,0.625000,0.750000,0.000000,0.000000,0.000000,0.000000,0.757678,0.750000,0.096834,0.375000,1.000000,0.687500,0.812500,0.000000,0.000000,0.000000,0.000000,0.827947,0.812500,0.073316,0.437500,1.000000,0.750000,0.875000,0.000000,0.000000,0.000000,0.000000,1.115488,1.218941,0.078444,0.148713,0.000000,True
16,4,12,0.250000,D,5,0.050000,20000,123456805,0.338937,0.333333,0.100579,0.000000,0.750000,0.250000,0.416667,0.002851,0.000000,0.025479,0.666667,0.357996,0.333333,0.109166,0.000000,0.833333,0.250000,0.416667,0.003474,0.000000,0.026989,0.500000,0.485150,0.500000,0.132336,0.000000,1.000000,0.416667,0.583333,0.013030,0.000000,0.043881,0.500000,1.056230,1.431385,0.019058,0.146213,0.012500,True
16,4,12,0.250000,E,5,0.050000,20000,123456805,0.533846,0.500000,0.096824,0.166667,0.916667,0.500000,0.583333,0.001839,0.000000,0.016056,0.285714,0.565900,0.583333,0.105354,0.166667,1.000000,0.500000,0.666667,0.002946,0.000000,0.019538,0.250000,0.680383,0.666667,0.106017,0.250000,1.000000,0.583333,0.750000,0.013094,0.000000,0.037165,0.285714,1.060044,1.274494,0.032054,0.146537,0.012500,True
16,4,12,0.250000,I,5,0.050000,20000,123456805,0.727567,0.750000,0.093713,0.333333,1.000000,0.666667,0.750000,0.001383,0.000000,0.012000,0.181818,0.772279,0.750000,0.095847,0.333333,1.000000,0.750000,0.833333,0.003044,0.000000,0.017241,0.200000,0.855363,0.833333,0.079389,0.500000,1.000000,0.833333,0.916667,0.012813,0.000000,0.032973,0.230769,1.061455,1.175648,0.044712,0.127796,0.012500,True
16,8,8,0.500000,D,5,0.050000,20000,123456805,0.416100,0.375000,0.120772,0.000000,0.875000,0.375000,0.500000,0.006285,0.000000,0.040197,0.666667,0.429650,0.375000,0.125751,0.000000,0.875000,0.375000,0.500000,0.007595,0.000000,0.043010,0.500000,0.527506,0.500000,0.142666,0.000000,1.000000,0.375000,0.625000,0.025576,0.000000,0.069698,0.500000,1.032564,1.267739,0.013550,0.111406,0.025000,True
16,8,8,0.500000,E,5,0.050000,20000,123456805,0.534381,0.500000,0.119327,0.125000,1.000000,0.500000,0.625000,0.005080,0.000000,0.032070,0.400000,0.551994,0.500000,0.123986,0.125000,1.000000,0.500000,0.625000,0.006591,0.000000,0.035544,0.400000,0.650412,0.625000,0.129727,0.250000,1.000000,0.625000,0.750000,0.025501,0.000000,0.063440,0.428571,1.032959,1.217132,0.017612,0.116031,0.025000,True
16,8,8,0.500000,I,5,0.050000,20000,123456805,0.651837,0.625000,0.117434,0.250000,1.000000,0.625000,0.750000,0.004265,0.000000,0.026843,0.333333,0.673362,0.625000,0.121102,0.250000,1.000000,0.625000,0.750000,0.006157,0.000000,0.031271,0.333333,0.767844,0.750000,0.116026,0.250000,1.000000,0.750000,0.875000,0.025655,0.000000,0.058731,0.428571,1.033022,1.177968,0.021525,0.116006,0.025000,True
16,12,4,0.750000,D,5,0.050000,20000,123456805,0.298100,0.250000,0.170272,0.000000,1.000000,0.250000,0.500000,0.018768,0.000000,0.103537,1.000000,0.301413,0.250000,0.172872,0.000000,1.000000,0.250000,0.500000,0.019714,0.000000,0.104840,1.000000,0.346900,0.250000,0.200151,0.000000,1.000000,0.250000,0.500000,0.037597,0.000000,0.126739,1.000000,1.011112,1.163703,0.003313,0.048800,0.037500,True
16,12,4,0.750000,E,5,0.050000,20000,123456805,0.532412,0.500000,0.167302,0.000000,1.000000,0.500000,0.750000,0.012576,0.000000,0.066565,1.000000,0.539200,0.500000,0.169542,0.000000,1.000000,0.500000,0.750000,0.013799,0.000000,0.068749,1.000000,0.602275,0.500000,0.181304,0.000000,1.000000,0.500000,0.750000,0.037364,0.000000,0.103378,0.750000,1.012749,1.131219,0.006788,0.069863,0.037500,True
16,12,4,0.750000,I,5,0.050000,20000,123456805,0.765425,0.750000,0.164258,0.000000,1.000000,0.750000,0.750000,0.009420,0.000000,0.049302,0.500000,0.775225,0.750000,0.164396,0.000000,1.000000,0.750000,1.000000,0.011079,0.000000,0.052770,0.500000,0.842487,0.750000,0.156042,0.250000,1.000000,0.750000,1.000000,0.037847,0.000000,0.091457,0.500000,1.012803,1.100679,0.009800,0.077062,0.037500,True
32,0,32,0.000000,D,5,0.050000,20000,123456821,0.316783,0.312500,0.058576,0.093750,0.593750,0.281250,0.343750,0.000000,0.000000,0.000000,0.000000,0.340641,0.343750,0.065660,0.093750,0.625000,0.281250,0.375000,0.000000,0.000000,0.000000,0.000000,0.531214,0.531250,0.080185,0.125000,0.875000,0.468750,0.593750,0.000000,0.000000,0.000000,0.000000,1.075313,1.676903,0.023858,0.214431,0.000000,True
32,0,32,0.000000,E,5,0.050000,20000,123456821,0.492997,0.500000,0.059104,0.250000,0.750000,0.468750,0.531250,0.000000,0.000000,0.000000,0.000000,0.537948,0.531250,0.067810,0.312500,0.843750,0.500000,0.593750,0.000000,0.000000,0.000000,0.000000,0.701273,0.687500,0.064408,0.468750,0.937500,0.656250,0.750000,0.000000,0.000000,0.000000,0.000000,1.091180,1.422470,0.044952,0.208277,0.000000,True
32,0,32,0.000000,I,5,0.050000,20000,123456821,0.668922,0.656250,0.059571,0.406250,0.906250,0.625000,0.718750,0.000000,0.000000,0.000000,0.000000,0.747100,0.750000,0.070665,0.500000,1.000000,0.687500,0.781250,0.000000,0.000000,0.000000,0.000000,0.853612,0.843750,0.049299,0.625000,1.000000,0.812500,0.875000,0.000000,0.000000,0.000000,0.000000,1.116872,1.276102,0.078178,0.184691,0.000000,True
32,8,24,0.250000,D,5,0.050000,20000,123456821,0.316642,0.333333,0.067858,0.083333,0.583333,0.250000,0.375000,0.001520,0.000000,0.013997,0.333333,0.332298,0.333333,0.072530,0.083333,0.625000,0.291667,0.375000,0.001945,0.000000,0.015253,0.333333,0.499108,0.500000,0.090702,0.166667,0.833333,0.458333,0.541667,0.012663,0.000000,0.030856,0.250000,1.049445,1.576256,0.015656,0.182467,0.012500,True
32,8,24,0.250000,E,5,0.050000,20000,123456821,0.492985,0.500000,0.068253,0.250000,0.750000,0.458333,0.541667,0.000984,0.000000,0.008891,0.125000,0.521217,0.500000,0.073343,0.291667,0.791667,0.458333,0.583333,0.001561,0.000000,0.010709,0.125000,0.678283,0.666667,0.075679,0.375000,0.958333,0.625000,0.750000,0.012651,0.000000,0.026485,0.200000,1.057266,1.375869,0.028231,0.185298,0.012500,True
32,8,24,0.250000,I,5,0.050000,20000,123456821,0.668856,0.666667,0.068817,0.375000,0.916667,0.625000,0.708333,0.000730,0.000000,0.006562,0.076923,0.711471,0.708333,0.072801,0.416667,0.958333,0.666667,0.750000,0.001530,0.000000,0.009094,0.111111,0.841623,0.833333,0.059869,0.583333,1.000000,0.791667,0.875000,0.012608,0.000000,0.023699,0.160000,1.063713,1.258302,0.042615,0.172767,0.012500,True
32,16,16,0.500000,D,5,0.050000,20000,123456821,0.345203,0.375000,0.083476,0.062500,0.687500,0.312500,0.375000,0.003951,0.000000,0.025475,0.333333,0.355866,0.375000,0.087100,0.062500,0.687500,0.312500,0.437500,0.004585,0.000000,0.026884,0.333333,0.494316,0.500000,0.107021,0.125000,0.875000,0.437500,0.562500,0.025244,0.000000,0.052453,0.384615,1.030888,1.431956,0.010663,0.149112,0.025000,True
32,16,16,0.500000,E,5,0.050000,20000,123456821,0.492834,0.500000,0.083878,0.125000,0.812500,0.437500,0.562500,0.002839,0.000000,0.018149,0.250000,0.508294,0.500000,0.086769,0.125000,0.812500,0.437500,0.562500,0.003708,0.000000,0.020270,0.250000,0.646441,0.625000,0.091978,0.250000,1.000000,0.562500,0.687500,0.025338,0.000000,0.046348,0.307692,1.031368,1.311679,0.015459,0.153606,0.025000,True
32,16,16,0.500000,I,5,0.050000,20000,123456821,0.639881,0.625000,0.083729,0.312500,0.937500,0.562500,0.687500,0.002222,0.000000,0.014132,0.166667,0.661841,0.687500,0.085126,0.312500,0.937500,0.625000,0.750000,0.003207,0.000000,0.016563,0.181818,0.788644,0.812500,0.077500,0.437500,1.000000,0.750000,0.812500,0.025320,0.000000,0.041970,0.277778,1.034318,1.232485,0.021959,0.148763,0.025000,True
32,24,8,0.750000,D,5,0.050000,20000,123456821,0.374669,0.375000,0.117263,0.000000,0.875000,0.250000,0.500000,0.009782,0.000000,0.052868,1.000000,0.379575,0.375000,0.119076,0.000000,0.875000,0.250000,0.500000,0.010675,0.000000,0.054484,1.000000,0.468500,0.500000,0.138383,0.000000,1.000000,0.375000,0.500000,0.037194,0.000000,0.087681,1.000000,1.013095,1.250438,0.004906,0.093831,0.037500,True
32,24,8,0.750000,E,5,0.050000,20000,123456821,0.491869,0.500000,0.118718,0.000000,1.000000,0.375000,0.625000,0.007731,0.000000,0.040880,0.500000,0.498738,0.500000,0.120669,0.000000,1.000000,0.375000,0.625000,0.008723,0.000000,0.042889,0.500000,0.596812,0.625000,0.130883,0.125000,1.000000,0.500000,0.625000,0.037137,0.000000,0.079011,0.555556,1.013965,1.213357,0.006869,0.104944,0.037500,True
32,24,8,0.750000,I,5,0.050000,20000,123456821,0.608875,0.625000,0.119475,0.125000,1.000000,0.500000,0.625000,0.006408,0.000000,0.033636,0.500000,0.617888,0.625000,0.121202,0.125000,1.000000,0.500000,0.750000,0.007400,0.000000,0.035769,0.500000,0.721450,0.750000,0.122343,0.250000,1.000000,0.625000,0.750000,0.037163,0.000000,0.072724,0.454545,1.014802,1.184890,0.009012,0.112575,0.037500,True
64,0,64,0.000000,D,5,0.050000,20000,123456853,0.286287,0.281250,0.040294,0.125000,0.437500,0.265625,0.312500,0.000000,0.000000,0.000000,0.000000,0.305109,0.296875,0.044399,0.125000,0.500000,0.281250,0.328125,0.000000,0.000000,0.000000,0.000000,0.535082,0.531250,0.056806,0.328125,0.750000,0.500000,0.578125,0.000000,0.000000,0.000000,0.000000,1.065742,1.869037,0.018821,0.248795,0.000000,True
64,0,64,0.000000,E,5,0.050000,20000,123456853,0.453416,0.453125,0.042184,0.281250,0.656250,0.421875,0.484375,0.000000,0.000000,0.000000,0.000000,0.490680,0.484375,0.047308,0.296875,0.687500,0.453125,0.515625,0.000000,0.000000,0.000000,0.000000,0.699851,0.703125,0.046321,0.515625,0.859375,0.671875,0.734375,0.000000,0.000000,0.000000,0.000000,1.082187,1.543508,0.037265,0.246435,0.000000,True
64,0,64,0.000000,I,5,0.050000,20000,123456853,0.620725,0.625000,0.043625,0.437500,0.765625,0.593750,0.656250,0.000000,0.000000,0.000000,0.000000,0.688506,0.687500,0.051006,0.484375,0.906250,0.656250,0.718750,0.000000,0.000000,0.000000,0.000000,0.848766,0.843750,0.036039,0.687500,0.984375,0.828125,0.875000,0.000000,0.000000,0.000000,0.000000,1.109197,1.367379,0.067781,0.228041,0.000000,True
64,16,48,0.250000,D,5,0.050000,20000,123456853,0.297949,0.291667,0.046503,0.125000,0.479167,0.270833,0.333333,0.000915,0.000000,0.007981,0.181818,0.311516,0.312500,0.049337,0.125000,0.520833,0.270833,0.354167,0.001120,0.000000,0.008639,0.166667,0.517941,0.520833,0.063349,0.250000,0.770833,0.479167,0.562500,0.012853,0.000000,0.021965,0.166667,1.045534,1.738354,0.013567,0.219992,0.012500,True
64,16,48,0.250000,E,5,0.050000,20000,123456853,0.453270,0.458333,0.048396,0.270833,0.645833,0.416667,0.479167,0.000604,0.000000,0.005219,0.086957,0.477399,0.479167,0.051778,0.270833,0.687500,0.437500,0.520833,0.000871,0.000000,0.006102,0.095238,0.676204,0.666667,0.053924,0.437500,0.916667,0.645833,0.708333,0.012706,0.000000,0.019063,0.131579,1.053234,1.491836,0.024129,0.222934,0.012500,True
64,16,48,0.250000,I,5,0.050000,20000,123456853,0.608270,0.604167,0.050203,0.395833,0.833333,0.583333,0.645833,0.000456,0.000000,0.003928,0.064516,0.646152,0.645833,0.053262,0.437500,0.833333,0.604167,0.687500,0.000817,0.000000,0.005086,0.066667,0.822264,0.833333,0.043844,0.645833,0.979167,0.791667,0.854167,0.012689,0.000000,0.017294,0.133333,1.062279,1.351807,0.037882,0.213994,0.012500,True
64,32,32,0.500000,D,5,0.050000,20000,123456853,0.278772,0.281250,0.056421,0.093750,0.500000,0.250000,0.312500,0.002653,0.000000,0.016898,0.222222,0.286397,0.281250,0.058546,0.093750,0.531250,0.250000,0.312500,0.002934,0.000000,0.017542,0.250000,0.457148,0.468750,0.078146,0.125000,0.750000,0.406250,0.500000,0.024653,0.000000,0.039240,0.294118,1.027352,1.639866,0.007625,0.178377,0.025000,True
64,32,32,0.500000,E,5,0.050000,20000,123456853,0.452798,0.437500,0.058843,0.250000,0.687500,0.406250,0.500000,0.001660,0.000000,0.010451,0.166667,0.466959,0.468750,0.060738,0.250000,0.718750,0.437500,0.500000,0.002022,0.000000,0.011431,0.166667,0.645392,0.656250,0.065735,0.375000,0.875000,0.593750,0.687500,0.024994,0.000000,0.033385,0.238095,1.031274,1.425341,0.014161,0.192594,0.025000,True
64,32,32,0.500000,I,5,0.050000,20000,123456853,0.627602,0.625000,0.061523,0.406250,0.843750,0.593750,0.656250,0.001212,0.000000,0.007593,0.090909,0.650062,0.656250,0.063029,0.406250,0.875000,0.593750,0.687500,0.001649,0.000000,0.008779,0.120000,0.815656,0.812500,0.053798,0.562500,1.000000,0.781250,0.843750,0.025000,0.000000,0.029735,0.193548,1.035789,1.299640,0.022461,0.188055,0.025000,True
64,48,16,0.750000,D,5,0.050000,20000,123456853,0.307531,0.312500,0.081430,0.000000,0.625000,0.250000,0.375000,0.006731,0.000000,0.035814,0.500000,0.311462,0.312500,0.082843,0.000000,0.625000,0.250000,0.375000,0.007106,0.000000,0.036411,0.500000,0.432581,0.437500,0.103944,0.062500,0.812500,0.375000,0.500000,0.036805,0.000000,0.067553,0.428571,1.012783,1.406625,0.003931,0.125050,0.037500,True
64,48,16,0.750000,E,5,0.050000,20000,123456853,0.453459,0.437500,0.083919,0.125000,0.750000,0.375000,0.500000,0.004660,0.000000,0.024407,0.285714,0.459594,0.437500,0.084904,0.125000,0.750000,0.375000,0.500000,0.005113,0.000000,0.025386,0.250000,0.593925,0.625000,0.092814,0.187500,0.937500,0.562500,0.625000,0.036937,0.000000,0.058334,0.400000,1.013528,1.309765,0.006134,0.140466,0.037500,True
64,48,16,0.750000,I,5,0.050000,20000,123456853,0.598206,0.625000,0.085994,0.250000,0.875000,0.562500,0.625000,0.003604,0.000000,0.018802,0.222222,0.607269,0.625000,0.086887,0.250000,0.937500,0.562500,0.687500,0.004108,0.000000,0.019909,0.222222,0.746959,0.750000,0.081506,0.312500,1.000000,0.687500,0.812500,0.037008,0.000000,0.052558,0.350000,1.015149,1.248665,0.009062,0.148753,0.037500,True
